"parent","child","relation_type"
"Innovative Pharma","SINUMOSS","sibling"
"Innovative Pharma","BRONCHOMOSS","sibling"
"Innovative Pharma","COLDMOSS","sibling"
"Innovative Pharma","ICELANDER","sibling"
"Innovative Pharma","SEDACALM","sibling"
"Innovative Pharma","RECO BALANCE","sibling"
"REDULEX","REDULEX BABY","sibling"
"REDULEX","redulex","sibling"
"REDULEX","REDULEX","sibling"
"REDULEX BABY","REDULEX","sibling"
"Visionace","VITABIOTICS","sibling"
"DERMATIX","Dermatix","sibling"
"DERMATIX","DERMATIX","sibling"
"DERMATIX","dermatix","sibling"
"Dermatix","DERMATIX","sibling"
"BORO","BORO PLUS","sibling"
"TROPEX","Tropex","sibling"
"TROPEX","TROPEX","sibling"
"TROPEX","tropex","sibling"
"Tropex","TROPEX","sibling"
"SEPTONA","Septona","sibling"
"SEPTONA","septona","sibling"
"Septona","SEPTONA","sibling"
"ROWATINEX","Rowatinex","sibling"
"ROWATINEX","ROWATINEX","sibling"
"ROWATINEX","rowatinex","sibling"
"Rowatinex","ROWATINEX","sibling"
"ROWACHOL","Rowachol","sibling"
"ROWACHOL","ROWACHOL","sibling"
"ROWACHOL","rowachol","sibling"
"Rowachol","ROWACHOL","sibling"
"WARTNER","WARTNER","sibling"
"WARTNER","wartner","sibling"
"WARTNER","Omega Pharma","sibling"
"GALAZOLIN","GALAZOLIN","sibling"
"GALAZOLIN","Galazolin","sibling"
"Galazolin","GALAZOLIN","sibling"
"DENTOSEPT","Dentosept","sibling"
"DENTOSEPT","DENTOSEPT","sibling"
"DENTOSEPT","dentosept","sibling"
"Dentosept","DENTOSEPT","sibling"
"CORYZALIA","CORYZALIA","sibling"
"CORYZALIA","Coryzalia","sibling"
"Coryzalia","CORYZALIA","sibling"
"FARINGODOL FORTE","Faringodol","sibling"
"FARINGODOL FORTE","faringodol","sibling"
"FARINGODOL FORTE","FARINGODOL FORTE","sibling"
"Faringodol","FARINGODOL FORTE","sibling"
"Seni Care","SENI","sibling"
"FORLAX","FORLAX","sibling"
"FORLAX","Forlax","sibling"
"FORLAX","forlax","sibling"
"Forlax","FORLAX","sibling"
"VERDIN GASTRO TEA","VERDIN","sibling"
"Ice Power","ICE POWER","sibling"
"VAGISAN","VAGISAN","sibling"
"VAGISAN","vagisan","sibling"
"VAGISAN","Dr. Wolff","sibling"
"Allergodil","ALLERGODIL","sibling"
"PARANIT","Paranit","sibling"
"PARANIT","PARANIT","sibling"
"PARANIT","paranit","sibling"
"Paranit","PARANIT","sibling"
"ZYRTEC","Zyrtec","sibling"
"ZYRTEC","ZYRTEC","sibling"
"ZYRTEC","zyrtec","sibling"
"Zyrtec","ZYRTEC","sibling"
"Mediket","MEDIKET","sibling"
"DECATYLEN","DECATYLEN","sibling"
"DECATYLEN","Decatylen","sibling"
"DECATYLEN","decatylen","sibling"
"Decatylen","DECATYLEN","sibling"
"HERBAMEDICUS","Herbamedicus","sibling"
"HERBAMEDICUS","HERBAMEDICUS","sibling"
"HERBAMEDICUS","herbamedicus","sibling"
"Herbamedicus","HERBAMEDICUS","sibling"
"Herbamedicus","UNICATUM CHONDRO","sibling"
"OTIPAX","Optipax","sibling"
"OTIPAX","otipax","sibling"
"Optipax","OTIPAX","sibling"
"Cardoval Ritmo","CARDOVAL","sibling"
"GRANUFLEX","GRANUFLEX","sibling"
"GRANUFLEX","granuflex","sibling"
"GRANUFLEX","ConvaTec","sibling"
"CUCCIOLO","Natura House","sibling"
"CUCCIOLO","natura-house","sibling"
"Natura House","CUCCIOLO","sibling"
"Natura House","NATURA HOUSE","sibling"
"METADOXIL","METADOXIL","sibling"
"METADOXIL","metadoxil","sibling"
"Lomexin","LOMEXIN","sibling"
"ACICLOVIR ACTAVIS","ACICLOVIR","sibling"
"ACICLOVIR ACTAVIS","Aciclovir Actavis","sibling"
"ACICLOVIR ACTAVIS","aciclovir-actavis","sibling"
"ACICLOVIR","ACICLOVIR ACTAVIS","sibling"
"Aciclovir Actavis","ACICLOVIR ACTAVIS","sibling"
"SEDALIA","SEDALIA","sibling"
"SEDALIA","Sedalia","sibling"
"SEDALIA","sedalia","sibling"
"Sedalia","SEDALIA","sibling"
"Menovazinas","KITA","sibling"
"MENOVAZIN","KITA","sibling"
"SOFARGEN","Sofargen","sibling"
"Sofargen","SOFARGEN","sibling"
"CLOGIN","Clogin","sibling"
"CLOGIN","CLOGIN","sibling"
"CLOGIN","clogin","sibling"
"Clogin","CLOGIN","sibling"
"TANTUM ROSA","TANTUM","sibling"
"NEUROMULTIVIT","Neuromultivit","sibling"
"NEUROMULTIVIT","neuromultivit","sibling"
"Neuromultivit","NEUROMULTIVIT","sibling"
"AVIZOR","Avizor","sibling"
"Avizor","AVIZOR","sibling"
"SENSIVIT","SENSIVIT","sibling"
"SENSIVIT","sensivit","sibling"
"SENSIVIT","Unimed Pharma","sibling"
"POTASSIUM","POTASSIUM UNIMED PHARMA","sibling"
"POTASSIUM","potassium-u","sibling"
"POTASSIUM UNIMED PHARMA","POTASSIUM","sibling"
"STOPTUSSIN","STOPTUSSIN","sibling"
"STOPTUSSIN","Stoptussin","sibling"
"STOPTUSSIN","stoptussin","sibling"
"Stoptussin","STOPTUSSIN","sibling"
"CARBOSAN","Carbosan","sibling"
"CARBOSAN","carbosan","sibling"
"CARBOSAN","CARBOSAN","sibling"
"Carbosan","CARBOSAN","sibling"
"DERMA FORTE","DERMAFORTE","sibling"
"DERMA FORTE","Derma Forte","sibling"
"DERMA FORTE","derma-forte","sibling"
"DERMAFORTE","DERMA FORTE","sibling"
"Derma Forte","DERMA FORTE","sibling"
"Nailner","NAILNER","sibling"
"PROSPAN","PROSPAN","sibling"
"PROSPAN","Prospan","sibling"
"PROSPAN","prospan","sibling"
"Prospan","PROSPAN","sibling"
"COLINOX","Colinox","sibling"
"COLINOX","COLINOX","sibling"
"COLINOX","colinox","sibling"
"Colinox","COLINOX","sibling"
"ANTIFLAT","Antiflat","sibling"
"ANTIFLAT","antiflat","sibling"
"Antiflat","ANTIFLAT","sibling"
"FERRETAB COMP.","Ferretab","sibling"
"FERRETAB COMP.","ferretab","sibling"
"FERRETAB COMP.","FERRETAB","sibling"
"Ferretab","FERRETAB COMP.","sibling"
"FEMINELLA","Feminella","sibling"
"FEMINELLA","feminella","sibling"
"Feminella","FEMINELLA","sibling"
"ANABOX","ANABOX","sibling"
"ANABOX","anabox","sibling"
"ANABOX","Anabox","sibling"
"ROLLY","ROLLY","sibling"
"CLISMA","CLISMA-LAX","sibling"
"CLISMA","clsima-lax","sibling"
"CLISMA","Sofar Swiss","sibling"
"CLISMA-LAX","CLISMA","sibling"
"HAPPY","BELLA","sibling"
"HAPPY","happy","sibling"
"HAPPY","HAPPY","sibling"
"MICROLAX","Microlax","sibling"
"MICROLAX","MICROLAX","sibling"
"MICROLAX","microlax","sibling"
"Microlax","MICROLAX","sibling"
"LIDOPOSTERIN","LIDOPOSTERIN","sibling"
"LIDOPOSTERIN","Lidoposterin","sibling"
"Lidoposterin","LIDOPOSTERIN","sibling"
"FOLLEY","Folley","sibling"
"Folley","FOLLEY","sibling"
"Imodium","IMODIUM","sibling"
"Maxim","MAXIM","sibling"
"Septanazal","SEPTANAZAL","sibling"
"PANANGIN","Panangin","sibling"
"PANANGIN","panangin","sibling"
"PANANGIN","PANANGIN","sibling"
"Panangin","PANANGIN","sibling"
"EMOFIX","Emofix","sibling"
"EMOFIX","emofix","sibling"
"Emofix","EMOFIX","sibling"
"DR. E. ŠIMKŪNAITĖ","ACORUS","sibling"
"DR. E. ŠIMKŪNAITĖ","Dr. E. Šimkūnaitė","sibling"
"DEEP HEAT","Deep Heat","sibling"
"DEEP HEAT","deep-heat","sibling"
"Deep Heat","DEEP HEAT","sibling"
"OSCILLOCOCCINUM","OSCILLOCOCCINUM","sibling"
"OSCILLOCOCCINUM","Oscillococcinum","sibling"
"OSCILLOCOCCINUM","oscillococcinum","sibling"
"Oscillococcinum","OSCILLOCOCCINUM","sibling"
"Theraflu","THERAFLU","sibling"
"ATMOSIL","Atmosil","sibling"
"ATMOSIL","atmosil","sibling"
"Atmosil","ATMOSIL","sibling"
"Atmosil","SILVADEP","sibling"
"NOUGHTY","NOUGHTY","sibling"
"NOUGHTY","noughty","sibling"
"REHYDRON","KITA","sibling"
"DOLMEN","DOLMEN","sibling"
"DOLMEN","Dolmen","sibling"
"DOLMEN","dolmen","sibling"
"Dolmen","DOLMEN","sibling"
"SILVADEP","SILVA DEPREX","sibling"
"SILVADEP","GoImmune","sibling"
"SILVADEP","Mocard Atero","sibling"
"SILVADEP","atmosil","sibling"
"SILVADEP","MOCARD","sibling"
"SILVADEP","Silvanols","sibling"
"SILVADEP","Atmosil","sibling"
"SILVADEP","Faringo","sibling"
"SILVADEP","silvanols","sibling"
"SILVADEP","mocard","sibling"
"SILVADEP","faringosoft","sibling"
"SILVA DEPREX","SILVADEP","sibling"
"Faringospray","FARINGO","sibling"
"REMO-WAX","Remo-Wax","sibling"
"REMO-WAX","remo-wax","sibling"
"REMO-WAX","Orion Pharma","sibling"
"Remo-Wax","REMO-WAX","sibling"
"RINOQUICK","RINOQUICK","sibling"
"RINOQUICK","Silvanols","sibling"
"DIAS FORTE","DIAS","sibling"
"DIAS FORTE","dias","sibling"
"DIAS FORTE","Agetis","sibling"
"DIAS","DIAS FORTE","sibling"
"DIAS","DIAS","sibling"
"DIAS","dias","sibling"
"DIAS","Agetis","sibling"
"SEDATIF","Sedatif PC","sibling"
"SEDATIF","SEDATIF","sibling"
"SEDATIF","sedatif-pc","sibling"
"Sedatif PC","SEDATIF","sibling"
"AROMASTICK","Aromastick","sibling"
"AROMASTICK","aromastick","sibling"
"Aromastick","AROMASTICK","sibling"
"LABELLA","LABELLA","sibling"
"LABELLA","labella","sibling"
"NATURA HOUSE","Natura House","sibling"
"NATURA HOUSE","natura-house","sibling"
"H DROP","H Drop","sibling"
"H DROP","h-drop","sibling"
"H Drop","H DROP","sibling"
"Pantogar","PANTOGAR","sibling"
"Detralex","DETRALEX","sibling"
"Dolobene","DOLOBENE","sibling"
"MEZYM","Mezym","sibling"
"MEZYM","MEZYM","sibling"
"MEZYM","mezym","sibling"
"Mezym","MEZYM","sibling"
"TONSILOTREN","Tonsilotren","sibling"
"TONSILOTREN","TONSILOTREN","sibling"
"Tonsilotren","TONSILOTREN","sibling"
"BRONCHIPRET","BRONCHIPRET","sibling"
"BRONCHIPRET","bronchipret","sibling"
"BRONCHIPRET","Bionorica","sibling"
"GINGIUM","GINGIUM","sibling"
"GINGIUM","Gingium","sibling"
"GINGIUM","gingium","sibling"
"Gingium","GINGIUM","sibling"
"Baby Sebamed","SEBAMED","sibling"
"LARINGO","LARINGOSPRAY","sibling"
"LARINGO","Laringospray","sibling"
"LARINGO","silvanols","sibling"
"LARINGOSPRAY","LARINGO","sibling"
"Laringospray","LARINGO","sibling"
"Otrivin","OTRIVIN","sibling"
"THAI","Thai","sibling"
"THAI","thai","sibling"
"Thai","THAI","sibling"
"CECE MED","Cece MED","sibling"
"CECE MED","cece-med","sibling"
"Cece MED","CECE MED","sibling"
"CANIFUG","CANIFUG","sibling"
"CANIFUG","Canifug","sibling"
"CANIFUG","dr-wolff","sibling"
"Canifug","CANIFUG","sibling"
"DICLAC","DICLAC","sibling"
"DICLAC","Diclac","sibling"
"DICLAC","diclac","sibling"
"Diclac","DICLAC","sibling"
"JOX","JOX","sibling"
"JOX","jox","sibling"
"Artelac","ARTELAC","sibling"
"ORSALIT","ORSALIT","sibling"
"ORSALIT","Orsalit","sibling"
"ORSALIT","orsalit","sibling"
"Orsalit","ORSALIT","sibling"
"Swiss Smile","SWISS SMILE","sibling"
"Abri","ABENA","sibling"
"SIDERAL","SIDERAL","sibling"
"SIDERAL","Sideral","sibling"
"SIDERAL","sideral","sibling"
"Sideral","SIDERAL","sibling"
"SEPTABENE","Septabene","sibling"
"SEPTABENE","SEPTABENE","sibling"
"SEPTABENE","septabene","sibling"
"Septabene","SEPTABENE","sibling"
"HERBISLAND","Herbisland","sibling"
"HERBISLAND","HERBISLAND","sibling"
"HERBISLAND","herbisland","sibling"
"Herbisland","HERBISLAND","sibling"
"HIDRASEC","Hidrasec","sibling"
"HIDRASEC","hidrasec","sibling"
"Hidrasec","HIDRASEC","sibling"
"Hair Car Panda","HAIR CARE PANDA","sibling"
"Prolacton","AGETIS","sibling"
"Prolacton","PROLACTON","sibling"
"INFACOL","INFACOL","sibling"
"INFACOL","Infacol","sibling"
"Infacol","INFACOL","sibling"
"CEVIKAP","Cevikap","sibling"
"CEVIKAP","cevikap","sibling"
"CEVIKAP","CEVIKAP","sibling"
"Cevikap","CEVIKAP","sibling"
"CARDIOACE","VITABIOTICS","sibling"
"ULTRA OMEGA","VITABIOTICS","sibling"
"ALKA-SELTZER","Alka-Seltzer","sibling"
"ALKA-SELTZER","ALKA-SELTZER","sibling"
"ALKA-SELTZER","alka-seltzer","sibling"
"Alka-Seltzer","ALKA-SELTZER","sibling"
"NISITA NASENSALBE","NISITA","sibling"
"NISITA NASENSALBE","Nisita","sibling"
"NISITA","NISITA NASENSALBE","sibling"
"Nisita","NISITA NASENSALBE","sibling"
"URSAPHARM","Ursapharm","sibling"
"URSAPHARM","vita-pos","sibling"
"URSAPHARM","hylo-care","sibling"
"URSAPHARM","VITA-POS","sibling"
"URSAPHARM","LAKRIPOS","sibling"
"URSAPHARM","Lakripos","sibling"
"Ursapharm","URSAPHARM","sibling"
"FITESTEN","BF-ESSE","sibling"
"BF-ESSE","FITESTEN","sibling"
"BF-ESSE","OSTEONOL","sibling"
"BF-ESSE","OCULO START","sibling"
"BF-ESSE","STOP STRESS","sibling"
"BF-ESSE","KARDIO START","sibling"
"BF-ESSE","IMMUNECO","sibling"
"BF-ESSE","HEPA START","sibling"
"OSTEONOL","BF-ESSE","sibling"
"OFTAXHYAL","OFTAXHYAL","sibling"
"OFTAXHYAL","oftaxhyal","sibling"
"EASY ICE","EasyIce","sibling"
"EasyIce","EASY ICE","sibling"
"PROSTAMOL","PROSTAMOL","sibling"
"PROSTAMOL","Prostamol","sibling"
"PROSTAMOL","prostamol","sibling"
"Prostamol","PROSTAMOL","sibling"
"ST. MORIZ PROFESSIONAL","St. Moriz","sibling"
"St. Moriz","ST. MORIZ PROFESSIONAL","sibling"
"Elugel","ELUGEL","sibling"
"MAGNESIUM DIASPORAL","MAGNESIUM DIASPORAL","sibling"
"tecnoFERPlus","TECNOFER","sibling"
"STERIMAR","Sterimar","sibling"
"STERIMAR","STERIMAR","sibling"
"Sterimar","STERIMAR","sibling"
"ESCAPELLE","ESCAPELLE","sibling"
"ESCAPELLE","Escapelle","sibling"
"Escapelle","ESCAPELLE","sibling"
"DENTALIA","Dentalia","sibling"
"DENTALIA","DENTALIA","sibling"
"DENTALIA","dentalia","sibling"
"Dentalia","DENTALIA","sibling"
"NOLPAZA","NOLPAZA","sibling"
"NOLPAZA","Nolpaza","sibling"
"NOLPAZA","nolpaza","sibling"
"Nolpaza","NOLPAZA","sibling"
"Perskindol","PERSKINDOL","sibling"
"GASTROTUSS","GASTROTUSS","sibling"
"GASTROTUSS","gastrotuss","sibling"
"GASTROTUSS","Gastrotuss","sibling"
"CEMIO GEMZE","CEMIO","sibling"
"Cemio Switzerland","CEMIO","sibling"
"ZEWA","Zewa","sibling"
"Zewa","ZEWA","sibling"
"LORATIN EXPRESS","LORATIN","sibling"
"LOPEDIUM","LOPEDIUM","sibling"
"LOPEDIUM","Lopedium","sibling"
"LOPEDIUM","lopedium","sibling"
"Lopedium","LOPEDIUM","sibling"
"Lopedium","LOPERAMIDUM","sibling"
"BILOBIL","BILOBIL","sibling"
"BILOBIL","bilobil","sibling"
"PYRALGINA","PYRALGINA","sibling"
"PYRALGINA","Pyralgina","sibling"
"PYRALGINA","pyralgina","sibling"
"Pyralgina","PYRALGINA","sibling"
"FJORD STRONG","Fjord","sibling"
"FJORD STRONG","FJORD","sibling"
"FJORD STRONG","fjord","sibling"
"Fjord","FJORD STRONG","sibling"
"Versan","VERSAN","sibling"
"ESTROMINERALE","ESTROMINERAL SERENA","sibling"
"ESTROMINERALE","ESTROMINERAL","sibling"
"ESTROMINERALE","estromineral-serena","sibling"
"ESTROMINERAL SERENA","ESTROMINERALE","sibling"
"ESTROMINERAL","ESTROMINERALE","sibling"
"ELEVIT","ELEVIT","sibling"
"ELEVIT","Elevit","sibling"
"ELEVIT","elevit","sibling"
"Elevit","ELEVIT","sibling"
"EQUAZEN","EQUAZEN","sibling"
"EQUAZEN","Equazen","sibling"
"EQUAZEN","equazen","sibling"
"Equazen","EQUAZEN","sibling"
"INCONTINOX","INCONTINOX","sibling"
"INCONTINOX","incontinox","sibling"
"ALKYMER","ALKYMER","sibling"
"ALKYMER","Alkymer","sibling"
"ALKYMER","alkymer","sibling"
"Alkymer","ALKYMER","sibling"
"Imunital","IMUNITAL","sibling"
"ISKIAL","Iskial","sibling"
"ISKIAL","ISKIAL","sibling"
"ISKIAL","iskial","sibling"
"Iskial","ISKIAL","sibling"
"OXIGRAVIDE","OXIGRAVIDE","sibling"
"ONYTEC","ONYTEC","sibling"
"ONYTEC","onytec","sibling"
"CANESTEN","CANESTEN","sibling"
"CANESTEN","Canesten","sibling"
"CANESTEN","canesten","sibling"
"Canesten","CANESTEN","sibling"
"SORBEX","SORBEX","sibling"
"SORBEX","sorbex","sibling"
"PROCTO-GLYVENOL","PROCTO-GLYVENOL","sibling"
"PROCTO-GLYVENOL","Procto-Glyvenol","sibling"
"PROCTO-GLYVENOL","procto-glyvenol","sibling"
"Procto-Glyvenol","PROCTO-GLYVENOL","sibling"
"CITROSEPT","Citrosept","sibling"
"CITROSEPT","CITROSEPT","sibling"
"Citrosept","CITROSEPT","sibling"
"SANITAS","AKTYVINTA ANGLIS","sibling"
"SANITAS","sanitas","sibling"
"SANITAS","ACIDUM SALICILICUM","sibling"
"AKTYVINTA ANGLIS","SANITAS","sibling"
"OCUVAL","OCUVAL","sibling"
"OCUVAL","ocuval","sibling"
"OCUVAL","Ocuval","sibling"
"TRIBUMEN","Tribumen","sibling"
"TRIBUMEN","TRIBUMEN","sibling"
"TRIBUMEN","tribumen","sibling"
"Tribumen","TRIBUMEN","sibling"
"ASKORUTINAS","Valentis","sibling"
"ASKORUTINAS","valentis","sibling"
"Vitabiotics","VITABIOTICS","sibling"
"Detrical","DETRICAL","sibling"
"TAVEGYL","Tavegyl","sibling"
"TAVEGYL","tavegyl","sibling"
"Tavegyl","TAVEGYL","sibling"
"ASCOLIP","ASCOLIP","sibling"
"ASCOLIP","ascolip","sibling"
"Lit-Control","LIT-CONTROL","sibling"
"PROFERTIL","PROFertil","sibling"
"PROFERTIL","profertil","sibling"
"PROFertil","PROFERTIL","sibling"
"CANTALIN MICRO","CANTALIN","sibling"
"Actavis","ACTAVIT","sibling"
"Actavis","PARACETAMOL","sibling"
"Lacto Seven","VITABALANS","sibling"
"Lacto Seven","LACTOSEVEN","sibling"
"SOLURO DUO","Soluro Duo","sibling"
"Soluro Duo","SOLURO DUO","sibling"
"GROŽVITA","Grožvita","sibling"
"GROŽVITA","grozvita","sibling"
"ZOVIDUO","ZoviDuo","sibling"
"ZOVIDUO","zoviduo","sibling"
"ZOVIDUO","ZOVIDUO","sibling"
"ZoviDuo","ZOVIDUO","sibling"
"IMMUNOHOT","Immunohot","sibling"
"IMMUNOHOT","IMMUNOHOT","sibling"
"IMMUNOHOT","immunohot","sibling"
"Immunohot","IMMUNOHOT","sibling"
"MYCO IMMUNITY","Myco Immunity","sibling"
"MYCO IMMUNITY","MYCO IMMUNITY","sibling"
"Myco Immunity","MYCO IMMUNITY","sibling"
"ACTIVE IMMUNE","NEW NORDIC","sibling"
"RESPIFORTIN","RESPIFORTIN","sibling"
"RESPIFORTIN","Respifortin","sibling"
"RESPIFORTIN","respifortin","sibling"
"Respifortin","RESPIFORTIN","sibling"
"D-MAX","VITABALANS","sibling"
"D-max","VITABALANS","sibling"
"C-VITA","Vita C","sibling"
"Vita C","C-VITA","sibling"
"BiPMSok","BIPMSOK","sibling"
"BiPMSok","bipmsok","sibling"
"BIPMSOK","BiPMSok","sibling"
"CLEAN ME","BIOFARMACIJA","sibling"
"Vitabalans Lady","VITABALANS","sibling"
"METAFENEX","METAFENEX","sibling"
"METAFENEX","metafenex","sibling"
"GOOD FIBER","GOOD FIBER","sibling"
"GOOD FIBER","good-fiber","sibling"
"LOPERAMIDUM","LOPERAMIDUM WZF POLFA","sibling"
"LOPERAMIDUM","loperamidum","sibling"
"LOPERAMIDUM","Lopedium","sibling"
"LOPERAMIDUM WZF POLFA","LOPERAMIDUM","sibling"
"SUMATRIPTAN ACTAVIS","SUMATRIPTAN ACTAVIS","sibling"
"SUMATRIPTAN ACTAVIS","sumatriptan-actavis","sibling"
"ILOXEN","Iloxen","sibling"
"ILOXEN","iloxen","sibling"
"ILOXEN","ILOXEN","sibling"
"Iloxen","ILOXEN","sibling"
"STODAL","Stodal","sibling"
"STODAL","STODAL","sibling"
"STODAL","stodal","sibling"
"Stodal","STODAL","sibling"
"HALIBORANGE","Haliborange","sibling"
"Haliborange","HALIBORANGE","sibling"
"OPTIBAC","Optibac","sibling"
"Optibac","OPTIBAC","sibling"
"BERES DROPS","Beres Drops Plus","sibling"
"BERES DROPS","BERES","sibling"
"BERES DROPS","beres","sibling"
"Beres Drops Plus","BERES DROPS","sibling"
"BERES","BERES DROPS","sibling"
"ADOBIL","Adobil","sibling"
"ADOBIL","adobil","sibling"
"ADOBIL","ADOBIL AFT PHARMACEUTICALS","sibling"
"Adobil","ADOBIL","sibling"
"RHINO-STAS","Rhino-Stas","sibling"
"RHINO-STAS","RHINO-STAS","sibling"
"RHINO-STAS","rhino-stas","sibling"
"Rhino-Stas","RHINO-STAS","sibling"
"MASTODYNON","MASTODYNON","sibling"
"MASTODYNON","mastodynon","sibling"
"MASTODYNON","Bionorica","sibling"
"Regulax","KITA","sibling"
"REGULAX","KITA","sibling"
"ACTAVIS","Almagel A","sibling"
"ACTAVIS","ALMAGEL A","sibling"
"Almagel A","ACTAVIS","sibling"
"PARACETAMOL ZENTIVA","Paracetamol Zentiva","sibling"
"PARACETAMOL ZENTIVA","paracetamol-zentiva","sibling"
"Paracetamol Zentiva","PARACETAMOL ZENTIVA","sibling"
"LONGVIT","LONGVIT","sibling"
"LONGVIT","Valentis","sibling"
"LINEX","LINEX","sibling"
"LINEX","linex","sibling"
"LINEX","LINEXCOMPLEX","sibling"
"Upsarin","UPSARIN","sibling"
"IBUMETIN","Ibumetin","sibling"
"IBUMETIN","IBUMETIN","sibling"
"IBUMETIN","ibumetin","sibling"
"Ibumetin","IBUMETIN","sibling"
"XYMELIN","XYMELIN","sibling"
"XYMELIN","Xymelin","sibling"
"XYMELIN","xymelin","sibling"
"Xymelin","XYMELIN","sibling"
"Daleron Cold3","DALERON","sibling"
"ACTI FRESH","ACTI FRESH","sibling"
"ACTI FRESH","acti-fresh","sibling"
"AVODELE","Avodele","sibling"
"AVODELE","avodele","sibling"
"Avodele","AVODELE","sibling"
"PROLACTON","Prolacton","sibling"
"PROLACTON","prolacton","sibling"
"FENKAROL","KITA","sibling"
"Fenkarol","KITA","sibling"
"VIBROCIL","Vibrocil","sibling"
"VIBROCIL","VIBROCIL","sibling"
"VIBROCIL","vibrocil","sibling"
"Vibrocil","VIBROCIL","sibling"
"Diabetiker Vitamine","DIABETIKER","sibling"
"Diabetiker Vitamine","KITA","sibling"
"DEFENDYL","Defendyl","sibling"
"DEFENDYL","DEFENDYL","sibling"
"DEFENDYL","defendyl","sibling"
"Defendyl","DEFENDYL","sibling"
"RENNIE","RENNIE","sibling"
"RENNIE","Rennie","sibling"
"RENNIE","rennie","sibling"
"Rennie","RENNIE","sibling"
"GINKOPRIM","GINKOPRIM","sibling"
"GINKOPRIM","Walmark","sibling"
"GINKOPRIM","ginkoprim","sibling"
"FLUGENIL","Flugenil","sibling"
"FLUGENIL","FLUGENIL","sibling"
"FLUGENIL","flugenil","sibling"
"Flugenil","FLUGENIL","sibling"
"PRURIGYNE","PruriGyne","sibling"
"PRURIGYNE","PRURI GYNE","sibling"
"PRURIGYNE","prurigyne","sibling"
"PruriGyne","PRURIGYNE","sibling"
"PRURI GYNE","PRURIGYNE","sibling"
"Stada","KAMISTAD","sibling"
"Stada","MASTU","sibling"
"Stada","MAGNETRANS","sibling"
"VELIOS","VELIOS","sibling"
"VELIOS","Velios","sibling"
"VELIOS","velios","sibling"
"Velios","VELIOS","sibling"
"SNOREEZE","SNOREEZE","sibling"
"SNOREEZE","snoreeze","sibling"
"SNOREEZE","Snoreeze","sibling"
"TRX2","TRX2","sibling"
"TRX2","trx2","sibling"
"DERMALEX","DERMALEX","sibling"
"DERMALEX","dermalex","sibling"
"DERMALEX","Omega Pharma","sibling"
"ASEPT","ASEPT","sibling"
"ASEPT","Vitabalans Oy","sibling"
"VAXOL","VAXOL","sibling"
"VAXOL","Vaxol","sibling"
"VAXOL","vaxol","sibling"
"Vaxol","VAXOL","sibling"
"FEROGLOBIN","VITABIOTICS","sibling"
"URINAL","URINAL","sibling"
"URINAL","URINAL D-MANNOSE","sibling"
"URINAL","urinal","sibling"
"URINAL","Idelyn","sibling"
"OCUHYL","OCUHYL","sibling"
"OCUHYL","ocuhyl","sibling"
"OCUHYL","Unimed Pharma","sibling"
"VITA-D-LIPP","VITADLIP","sibling"
"VITA-D-LIPP","vita-d-lip","sibling"
"VITADLIP","VITA-D-LIPP","sibling"
"MASTU","MASTU","sibling"
"MASTU","mastu","sibling"
"MASTU","Stada","sibling"
"BENZOTAL","BENZOTAL","sibling"
"BENZOTAL","benzotal","sibling"
"Bisacodyl-Grindeks","KITA","sibling"
"ULTRA GINKGO&GINSENG","VITABIOTICS","sibling"
"NALGESIN","Nalgesin","sibling"
"NALGESIN","nalgesin","sibling"
"NALGESIN","NALGESIN S","sibling"
"NALGESIN","NALGESIN","sibling"
"Nalgesin","NALGESIN","sibling"
"METEOSPASMYL","Meteospasmyl","sibling"
"METEOSPASMYL","meteospasmyl","sibling"
"Meteospasmyl","METEOSPASMYL","sibling"
"Wellteen","VITABIOTICS","sibling"
"HYDROCORTISON TAKEDA","HYDROCORTISONE DAK","sibling"
"HYDROCORTISONE DAK","HYDROCORTISON TAKEDA","sibling"
"SARIDON","SARIDON","sibling"
"SARIDON","Saridon","sibling"
"SARIDON","saridon","sibling"
"Saridon","SARIDON","sibling"
"EPADERM","EPADERM","sibling"
"EPADERM","epaderm","sibling"
"EPADERM","Molnlycke","sibling"
"CICASILVER","CicaSilver","sibling"
"CICASILVER","CICASILVER","sibling"
"CicaSilver","CICASILVER","sibling"
"IVEX","Ivex","sibling"
"IVEX","IVEX","sibling"
"IVEX","ivex","sibling"
"Ivex","IVEX","sibling"
"CRANBERRY STRONG","VITABALANS","sibling"
"URINAL D-MANNOSE","URINAL","sibling"
"Epsumisan","ESPUMISAN","sibling"
"CLARITINE","Claritine","sibling"
"CLARITINE","CLARITINE","sibling"
"CLARITINE","claritine","sibling"
"Claritine","CLARITINE","sibling"
"Neoaskofenas","NEOASKOFENAS","sibling"
"CERVIRON","CERVIRON","sibling"
"CERVIRON","cerviron","sibling"
"ELUDRIL","ELUDRIL","sibling"
"ELUDRIL","Eludril","sibling"
"ELUDRIL","eludril","sibling"
"Eludril","ELUDRIL","sibling"
"HEDRIN","HEDRIN","sibling"
"PIKSTERS","Piksters","sibling"
"Piksters","PIKSTERS","sibling"
"GYNOFIT","Gynofit","sibling"
"GYNOFIT","gynofit","sibling"
"Gynofit","GYNOFIT","sibling"
"CURIOSIN","Curiosin","sibling"
"Curiosin","CURIOSIN","sibling"
"Oftagel","OFTAGEL","sibling"
